name,latitude,longitude,heading,shiptype
2759,18.47361,65.58759,1,FISHING
2760,18.46213,65.3009,20,FISHING
2761,19.94959,63.53427,80,FISHING
2762,17.90884,62.76995,31,FISHING
2763,19.56167,63.91833,188,FISHING
2764,19.65833,63.665,194,FISHING
2765,17.75397,63.14882,38,FISHING
2766,19.18593,64.98218,191,FISHING
2767,18.90844,62.38099,54,FISHING
2768,20.38646,63.77343,109,FISHING
2769,18.68188,63.75225,265,FISHING
2770,17.96971,62.96869,140,FISHING
2771,20.30167,63.00667,226,FISHING
2772,18.92911,63.45346,322,FISHING
2773,19.2,65.31,73,FISHING
2774,20.49364,63.31519,74,CARGO
2775,19.76316,62.99281,83,FISHING
2776,19.28073,65.26799,75,FISHING
2777,19.12774,65.84666,177,FISHING
2778,19.86559,62.52105,86,UNKNOWN
2779,17.75349,62.97353,77,FISHING
2780,19.30833,65.58,95,FISHING
2781,19.73313,62.40261,90,FISHING
2782,19.69167,63.93167,140,FISHING
2783,16.85,63.38,null,FISHING
2784,20.96777,62.02789,342,SUPPORT
2785,17.27402,63.69253,301,FISHING
2786,19.59859,62.93153,259,UNKNOWN
2787,19.28833,65.93833,null,FISHING
2788,19.04277,65.82288,164,FISHING
2789,18.55416,63.76273,286,FISHING
2790,18.94671,63.65096,284,FISHING
2791,20.66335,63.05964,104,FISHING
2792,19.67392,63.23205,105,UNKNOWN
2793,19.38333,65.68667,null,FISHING
2794,19.78333,63.83667,null,FISHING
2795,19.74603,62.86767,114,UNKNOWN
2796,19.645,63.54167,140,FISHING
2797,19.77286,63.20184,94,FISHING
2798,18.61218,63.59593,7,FISHING
2799,18.06215,65.63428,278,FISHING
2800,18.365,63.93333,null,FISHING
2801,22.17278,63.05985,270,CARGO
2802,19.08962,65.64268,0,FISHING
2803,19.23833,65.60167,null,FISHING
2804,19.53667,62.65333,null,UNKNOWN
2805,19.59738,63.04153,27,UNKNOWN
2806,20.02411,62.80341,125,FISHING
2807,18.80897,62.05168,192,UNKNOWN
2808,19.12,63.91833,179,FISHING
2809,19.51554,66.53443,null,FISHING
2810,19.39333,65.43333,null,FISHING
2811,19.09167,64.94666,null,FISHING
2812,18.02817,62.18672,125,UNKNOWN
2813,19.41667,66.015,null,FISHING
2814,20.57894,62.43402,108,FISHING
2815,20.72221,62.84648,120,UNKNOWN
2816,19.00224,63.9322,164,CARGO
2817,19.30339,63.96049,268,CARGO
2818,19.78689,62.90279,132,FISHING
2819,16.81578,61.95824,241,FISHING
2820,19.97905,63.18157,2,UNKNOWN
2821,19.21357,65.82146,36,FISHING
2822,19.70192,62.76088,13,UNKNOWN
2823,17.40984,65.04314,191,FISHING
2824,17.11,62.64167,null,FISHING
2825,17.48931,63.12037,227,FISHING
2826,19.24625,66.14679,49,FISHING
2827,18.43833,63.845,36,FISHING
2828,20.08602,63.42228,93,FISHING
2829,19.59833,62.48167,null,FISHING
2830,19.87092,62.40637,358,FISHING
2831,19.62597,63.73124,162,FISHING
